序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
30,002366,融发核电,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:80,000万元至84,000万元,同比上年增长:43.86%至46.54%。",-820000000.0,45.2,"随着年度审计工作的深入,在会计师事务所的指导下,对信用减值损失和资产减值损失进行了重新测算。",减亏,-1496329200.0,2022-04-28
31,002366,融发核电,扣除后营业收入,"预计2021年1-12月扣除后营业收入:37,500万元至39,500万元。",385000000.0,,"随着年度审计工作的深入,在会计师事务所的指导下,对信用减值损失和资产减值损失进行了重新测算。",略减,418342400.0,2022-04-28
32,000892,欢瑞世纪,每股收益,预计2021年1-12月每股收益亏损:0.34元。,-0.34,,"因公司一部影视剧项目可实现的采购价格出现了大幅调减,销售价格与首次业绩预告前询价存在较大差异。公司根据上述情况,对该剧预计可变现净值计提了存货跌价准备约2.43亿元,这将减少2021年度归属于母公司所有者的净利润2.43亿元,相应减少2021年末归属于母公司权益2.43亿元(本次拟计提存货减值准备金额为公司财务部门初步测算的结果,尚需经会计师事务所审计,最终数据以经会计师事务所审计的财务数据为准)。",减亏,-0.8,2022-04-28
33,000892,欢瑞世纪,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:33,368.2万元,同比上年增长:57.48%。",-333682000.0,57.48,"因公司一部影视剧项目可实现的采购价格出现了大幅调减,销售价格与首次业绩预告前询价存在较大差异。公司根据上述情况,对该剧预计可变现净值计提了存货跌价准备约2.43亿元,这将减少2021年度归属于母公司所有者的净利润2.43亿元,相应减少2021年末归属于母公司权益2.43亿元(本次拟计提存货减值准备金额为公司财务部门初步测算的结果,尚需经会计师事务所审计,最终数据以经会计师事务所审计的财务数据为准)。",减亏,-784855300.0,2022-04-28
34,000892,欢瑞世纪,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:38,638.63万元,同比上年增长:48.34%。",-386386300.0,48.34,"因公司一部影视剧项目可实现的采购价格出现了大幅调减,销售价格与首次业绩预告前询价存在较大差异。公司根据上述情况,对该剧预计可变现净值计提了存货跌价准备约2.43亿元,这将减少2021年度归属于母公司所有者的净利润2.43亿元,相应减少2021年末归属于母公司权益2.43亿元(本次拟计提存货减值准备金额为公司财务部门初步测算的结果,尚需经会计师事务所审计,最终数据以经会计师事务所审计的财务数据为准)。",减亏,-747919200.0,2022-04-28
35,000892,欢瑞世纪,营业收入,"预计2021年1-12月营业收入:38,781.94万元。",387819400.0,109.71,"因公司一部影视剧项目可实现的采购价格出现了大幅调减,销售价格与首次业绩预告前询价存在较大差异。公司根据上述情况,对该剧预计可变现净值计提了存货跌价准备约2.43亿元,这将减少2021年度归属于母公司所有者的净利润2.43亿元,相应减少2021年末归属于母公司权益2.43亿元(本次拟计提存货减值准备金额为公司财务部门初步测算的结果,尚需经会计师事务所审计,最终数据以经会计师事务所审计的财务数据为准)。",预增,184935600.0,2022-04-28
36,000892,欢瑞世纪,扣除后营业收入,"预计2021年1-12月扣除后营业收入:38,781.94万元。",387819400.0,,"因公司一部影视剧项目可实现的采购价格出现了大幅调减,销售价格与首次业绩预告前询价存在较大差异。公司根据上述情况,对该剧预计可变现净值计提了存货跌价准备约2.43亿元,这将减少2021年度归属于母公司所有者的净利润2.43亿元,相应减少2021年末归属于母公司权益2.43亿元(本次拟计提存货减值准备金额为公司财务部门初步测算的结果,尚需经会计师事务所审计,最终数据以经会计师事务所审计的财务数据为准)。",预增,184935600.0,2022-04-28
37,000004,*ST国华,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:40,000万元至60,000万元,同比上年下降:735.76%至1053.64%。",-500000000.0,-894.7,"公司首次披露业绩预告时,年报审计工作尚未全面展开,随着会计师事务所对公司年报审计工作的深入,对公司部分业务活动的会计判断与前次预告存在偏差。在与会计师事务所沟通后,公司对本报告期业绩作出修正,修正原因如下:(一)基于谨慎性原则,部分营业收入未达到收入确认标准,本年度不予确认。(二)基于子公司智游网安的利润情况及盈利预测等,公司对收购智游网安形成的商誉所对应资产组进行减值测试,测试结果与公司前次业绩预告估计减值存在较大差异,预计商誉减值金额为4.5亿元-6.5亿元。",首亏,62917000.0,2022-04-28
38,000004,*ST国华,每股收益,预计2021年1-12月每股收益亏损:2.4801元至3.7202元。,-3.10015,,"公司首次披露业绩预告时,年报审计工作尚未全面展开,随着会计师事务所对公司年报审计工作的深入,对公司部分业务活动的会计判断与前次预告存在偏差。在与会计师事务所沟通后,公司对本报告期业绩作出修正,修正原因如下:(一)基于谨慎性原则,部分营业收入未达到收入确认标准,本年度不予确认。(二)基于子公司智游网安的利润情况及盈利预测等,公司对收购智游网安形成的商誉所对应资产组进行减值测试,测试结果与公司前次业绩预告估计减值存在较大差异,预计商誉减值金额为4.5亿元-6.5亿元。",首亏,0.3915,2022-04-28
39,000004,*ST国华,营业收入,"预计2021年1-12月营业收入:20,000万元至30,000万元。",250000000.0,-10.885,"公司首次披露业绩预告时,年报审计工作尚未全面展开,随着会计师事务所对公司年报审计工作的深入,对公司部分业务活动的会计判断与前次预告存在偏差。在与会计师事务所沟通后,公司对本报告期业绩作出修正,修正原因如下:(一)基于谨慎性原则,部分营业收入未达到收入确认标准,本年度不予确认。(二)基于子公司智游网安的利润情况及盈利预测等,公司对收购智游网安形成的商誉所对应资产组进行减值测试,测试结果与公司前次业绩预告估计减值存在较大差异,预计商誉减值金额为4.5亿元-6.5亿元。",续盈,280531000.0,2022-04-28
40,000004,*ST国华,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:40,000万元至60,000万元,同比上年下降:718.97%至1028.46%。",-500000000.0,-873.715,"公司首次披露业绩预告时,年报审计工作尚未全面展开,随着会计师事务所对公司年报审计工作的深入,对公司部分业务活动的会计判断与前次预告存在偏差。在与会计师事务所沟通后,公司对本报告期业绩作出修正,修正原因如下:(一)基于谨慎性原则,部分营业收入未达到收入确认标准,本年度不予确认。(二)基于子公司智游网安的利润情况及盈利预测等,公司对收购智游网安形成的商誉所对应资产组进行减值测试,测试结果与公司前次业绩预告估计减值存在较大差异,预计商誉减值金额为4.5亿元-6.5亿元。",首亏,64623100.0,2022-04-28
41,000004,*ST国华,扣除后营业收入,"预计2021年1-12月扣除后营业收入:20,000万元至30,000万元。",250000000.0,,"公司首次披露业绩预告时,年报审计工作尚未全面展开,随着会计师事务所对公司年报审计工作的深入,对公司部分业务活动的会计判断与前次预告存在偏差。在与会计师事务所沟通后,公司对本报告期业绩作出修正,修正原因如下:(一)基于谨慎性原则,部分营业收入未达到收入确认标准,本年度不予确认。(二)基于子公司智游网安的利润情况及盈利预测等,公司对收购智游网安形成的商誉所对应资产组进行减值测试,测试结果与公司前次业绩预告估计减值存在较大差异,预计商誉减值金额为4.5亿元-6.5亿元。",不确定,,2022-04-28
42,300745,欣锐科技,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:2,210.21万元。",-22102100.0,92.65,"公司2022年1月29日披露2021年度业绩预告时,公司年度审计工作尚未全面开展。随着会计师事务所对公司财务数据审计,基于谨慎性原则,对公司的部分业务活动的会计处理与公司前期预告时产生偏差,经过与年审会计师深入沟通后,对2021年度业绩进行修正,修正原因说明如下:1、基于2022年疫情的反复,部分客户的经营存在一定不确定性,会计师对公司及下属子公司的存货等资产再次进行了全面清查,并对各类存货的可变现净值等重新进行分析和评估后,基于谨慎性原则补提存货跌价准备。2、鉴于新能源汽车产业在2021年度的良好发展,及公司“品牌向上”战略的持续深耕,公司生产与交付由小批量多批次,升级为大批量稳定供货阶段,供应链管理的要求相应发生变化和调整,公司对供应链遵循科学管理,基于双方长期良好的发展合作关系,经双方协商对合作模式进行了合理的商业优化预计。但在执行过程中受疫情、原材料涨价等因素影响,供应商经营情况受到极大挑战,公司原预计调整后的合作模式在实际执行过程中存在滞后性,公司经与会计师讨论后,遵循更加谨慎性原则,将公司报告期内的营业成本进行相应的增加,导致当期利润减少。",减亏,-300752900.0,2022-04-27
