序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
36,002124,天邦食品,每股收益,预计2022年1-12月每股收益盈利:0.2447元至0.299元。,0.27185,,"由于2023年一季度生猪市场行情及北方地区疫病情况发生了较大变化,生猪实际市场价格与此前公司以生猪期货价格为参考依据所做的预计有一定程度差异,且一季度山东、河北等北方区域生猪疫病影响程度也超出了行业的预期,公司2022年末部分消耗性生物资产和生产性生物资产产生了在资产负债表日超出原有预期的减值。经公司与天职国际充分沟通,依据《企业会计准则讲解—第二章存货》(2010)“(三)确定存货的可变现净值应当考虑资产负债表日后事项等的影响:确定存货可变现净值时,应当以资产负债表日取得最可靠的证据估计的售价为基础并考虑持有存货的目的,资产负债表日至财务报告批准报出日之间存货售价发生波动的,如有确凿证据表明其对资产负债表日存货已经存在的情况提供了新的或进一步的证据,则在确定存货可变现净值时应当予以考虑,否则,不应予以考虑。”《企业会计准则29号—资产负债表日后事项》,“第四条企业发生的资产负债表日后调整事项,应当调整资产负债表日的财务报表。第五条企业发生的资产负债表日后调整事项,通常包括下列各项:”“(二)资产负债表日后取得确凿证据,表明某项资产在资产负债表日发生了减值或者需要调整该项资产原先确认的减值金额。”的规定,公司对2022年12月31日的生物资产重新测算计提减值。重新测算后的生物资产减值合计约6.18亿元,其中消耗性生物资产计提减值4.4亿元,生产性生物资产计提减值1.78亿元。",扭亏,-2.43,2023-04-24
37,601929,吉视传媒,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:42,464万元。",-424640000.0,-1699.39,"2023年4月19日,公司发现披露的2022年业绩预告数据与年审会计师事务所初审的数据出现重大差异。公司本着谨慎性原则结合实际情况,及时对相关业务进行了调整,具体如下:(一)2022年末财务决算期间,公司财务部门在确认有线电视配套工程完工进度时,主要采取电话问询方式暂估工程进度,后期在陆续取得工程进度确认单时发现,对部分工程项目进度估计存在差错,为了准确反映有线电视配套工程收入,财务对相关营收项目进行了更正,涉及全省38家分公司182个项目,调减营业收入5,140万元。(二)公司集团客户市场系统集成类业务采用终验法确认收入。2022年末财务决算期间,公司财务部门在确认项目终验情况时主要采取电话问询方式暂估,后期在取得项目验收单时发现部分项目只完成阶段性建设目标,尚处于项目执行状态且未进入终验程序,不符合收入确认条件,原会计核算存在差错予以更正,涉及全省15个项目,调减营业收入18,570万元。(三)公司投资性房产账面价值61,240万元,该房产位于在长春净月商务核心区,近年来周边环球贸易中心、中懋天地、伟峰咨询中心等商务写字楼集中建成,形成了较好的周边商务环境,公司财务部门在未与评估师充分沟通的情况下预计公司投资性房产可能小幅升值约1,000万元(1.6%),但后期评估机构认为结合周边商业地产市场交易数据和经济预期形势分析公司投资性房产价值基本保持不变。根据评估结果,公司对原估计的投资性房产公允价值变动予以更正,调减公允价值变动损益993万元。(四)2022年末公司决算期间,由于财务人员疏忽导致财务信用减值损失、资产减值损失等项目预计错误,公司对此事项予以更正,补提信用减值损失和资产减值损失2,631万元。(五)2022年末公司决算期间,部分需要对方提供结算依据成本漏记,涉及约556万元宽带互联网业务数据流计费成本、约2,934万元系统集成成本,财务对相关事项予以更正,调增营业成本3,490万元。公司已就业绩预告更正事项与会计师事务所进行了预沟通,公司与会计师事务所在业绩预告更正数据方面不存在重大分歧。",首亏,26550100.0,2023-04-22
38,601929,吉视传媒,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:47,414万元。",-474140000.0,-433.04,"2023年4月19日,公司发现披露的2022年业绩预告数据与年审会计师事务所初审的数据出现重大差异。公司本着谨慎性原则结合实际情况,及时对相关业务进行了调整,具体如下:(一)2022年末财务决算期间,公司财务部门在确认有线电视配套工程完工进度时,主要采取电话问询方式暂估工程进度,后期在陆续取得工程进度确认单时发现,对部分工程项目进度估计存在差错,为了准确反映有线电视配套工程收入,财务对相关营收项目进行了更正,涉及全省38家分公司182个项目,调减营业收入5,140万元。(二)公司集团客户市场系统集成类业务采用终验法确认收入。2022年末财务决算期间,公司财务部门在确认项目终验情况时主要采取电话问询方式暂估,后期在取得项目验收单时发现部分项目只完成阶段性建设目标,尚处于项目执行状态且未进入终验程序,不符合收入确认条件,原会计核算存在差错予以更正,涉及全省15个项目,调减营业收入18,570万元。(三)公司投资性房产账面价值61,240万元,该房产位于在长春净月商务核心区,近年来周边环球贸易中心、中懋天地、伟峰咨询中心等商务写字楼集中建成,形成了较好的周边商务环境,公司财务部门在未与评估师充分沟通的情况下预计公司投资性房产可能小幅升值约1,000万元(1.6%),但后期评估机构认为结合周边商业地产市场交易数据和经济预期形势分析公司投资性房产价值基本保持不变。根据评估结果,公司对原估计的投资性房产公允价值变动予以更正,调减公允价值变动损益993万元。(四)2022年末公司决算期间,由于财务人员疏忽导致财务信用减值损失、资产减值损失等项目预计错误,公司对此事项予以更正,补提信用减值损失和资产减值损失2,631万元。(五)2022年末公司决算期间,部分需要对方提供结算依据成本漏记,涉及约556万元宽带互联网业务数据流计费成本、约2,934万元系统集成成本,财务对相关事项予以更正,调增营业成本3,490万元。公司已就业绩预告更正事项与会计师事务所进行了预沟通,公司与会计师事务所在业绩预告更正数据方面不存在重大分歧。",增亏,-88950100.0,2023-04-22
39,301213,观想科技,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:565万元至1,165万元,同比上年下降:77.63%至89.15%。",8650000.0,-83.39,"本报告期内,公司归属于上市公司股东的净利润同比下降,主要原因为:本报告期内,由于外部环境的复杂多变,客户的业务需求、公司的项目实施与交付验收等均受到负面影响,从而造成了公司经营业绩的下滑。",预减,52074700.0,2023-04-22
40,301213,观想科技,每股收益,预计2022年1-12月每股收益盈利:0.2元至0.28元。,0.24,,"本报告期内,公司归属于上市公司股东的净利润同比下降,主要原因为:本报告期内,由于外部环境的复杂多变,客户的业务需求、公司的项目实施与交付验收等均受到负面影响,从而造成了公司经营业绩的下滑。",预减,0.95,2023-04-22
41,301213,观想科技,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:1,600万元至2,200万元,同比上年下降:62.26%至72.55%。",19000000.0,-67.405,"本报告期内,公司归属于上市公司股东的净利润同比下降,主要原因为:本报告期内,由于外部环境的复杂多变,客户的业务需求、公司的项目实施与交付验收等均受到负面影响,从而造成了公司经营业绩的下滑。",预减,58291000.0,2023-04-22
42,002753,永东股份,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:3,700万元至4,300万元,同比上年下降:86.44%至88.33%。",40000000.0,-87.385,"公司在披露《2022年度业绩预告》时,财务报表尚未经会计师事务所审计。随着2022年年度报告编制工作的深入以及审计工作的推进,在与年审会计师事务所深入沟通后,基于谨慎性原则,对资产减值损失,权益法核算的长期股权投资的投资收益,所得税费用进行调整。因此,对公司前次披露的2022年度业绩预告中的相关财务指标进行修正。",预减,317162700.0,2023-04-22
43,002753,永东股份,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:3,500万元至4,100万元,同比上年下降:86.88%至88.8%。",38000000.0,-87.84,"公司在披露《2022年度业绩预告》时,财务报表尚未经会计师事务所审计。随着2022年年度报告编制工作的深入以及审计工作的推进,在与年审会计师事务所深入沟通后,基于谨慎性原则,对资产减值损失,权益法核算的长期股权投资的投资收益,所得税费用进行调整。因此,对公司前次披露的2022年度业绩预告中的相关财务指标进行修正。",预减,312465300.0,2023-04-22
44,002753,永东股份,每股收益,预计2022年1-12月每股收益盈利:0.0986元至0.1145元。,0.10655,,"公司在披露《2022年度业绩预告》时,财务报表尚未经会计师事务所审计。随着2022年年度报告编制工作的深入以及审计工作的推进,在与年审会计师事务所深入沟通后,基于谨慎性原则,对资产减值损失,权益法核算的长期股权投资的投资收益,所得税费用进行调整。因此,对公司前次披露的2022年度业绩预告中的相关财务指标进行修正。",预减,0.8448,2023-04-22
45,002581,*ST未名,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:1,041.02万元。",-10410200.0,-104.08,"随着2022年度报告编制工作的推进,公司与年度审计会计师事务所、评估机构做了深入沟通,基于审慎性原则和《企业会计准则》的相关规定,对公司部分资产进行了减值预估。因此,对公司前次披露的2022年度业绩预告中的相关财务指标进行修正。",首亏,255223200.0,2023-04-22
